Age,RemoteWork,YearsCode,Knowledge_1,JobSatPoints_1,AISelect,JobSat,JobSatPoints_6,JobSatPoints_8
30,1,9,1,0,1,5,0,0
30,3,13,2,100,0,1,50,50
40,2,25,1,10,0,6,20,15
40,1,20,1,0,0,8,0,0
40,2,19,1,20,0,1,10,10
50,3,33,2,0,0,8,30,0
40,2,17,1,10,0,6,10,15
40,1,19,1,80,1,7,90,60
20,3,9,-1,10,0,8,20,0
40,3,23,2,0,1,8,0,0
30,2,17,2,10,1,10,30,10
30,1,7,1,10,1,10,10,0
30,1,15,2,0,0,1,0,0
40,1,21,1,50,1,7,70,60
50,1,20,1,0,0,5,0,0
30,1,14,2,5,1,8,20,20
50,1,30,1,0,0,5,0,0
40,1,2,1,0,1,8,0,0
30,1,13,2,14,0,5,15,20
40,2,13,-1,0,1,2,50,10
20,3,8,-1,10,1,6,20,10
20,2,7,2,0,1,10,0,0
40,2,25,2,0,1,8,0,0
30,2,9,1,0,0,6,0,0
30,1,12,2,0,1,2,50,0
50,3,35,1,5,0,7,30,15
40,3,12,1,20,1,9,30,5
20,2,12,2,10,0,8,30,5
50,2,35,1,30,0,8,15,10
20,1,6,2,0,1,10,0,0
30,3,6,1,70,1,4,60,0
30,1,2,1,30,1,9,75,60
40,2,26,-1,0,0,6,10,10
30,1,20,1,0,0,7,0,0
30,1,6,1,0,0,3,0,0
50,2,29,2,15,1,9,15,15
40,1,19,-1,0,1,7,0,0
30,2,10,1,0,0,7,25,20
40,1,16,2,40,0,6,0,60
40,1,7,1,20,1,10,30,0
40,1,24,0,0,0,10,0,0
40,2,32,2,20,1,8,40,0
30,1,7,2,15,1,8,20,0
40,1,15,0,25,0,5,25,0
40,1,22,1,5,0,9,35,10
40,2,35,2,0,1,6,30,10
30,1,23,-1,0,0,8,0,0
30,3,15,1,5,1,8,20,20
30,1,14,2,60,0,7,20,20
30,1,14,1,10,0,6,15,5
30,2,20,2,0,1,7,0,0
60,2,37,1,50,0,10,10,20
30,1,12,1,10,0,6,20,20
40,2,5,2,20,1,8,30,20
30,3,15,1,20,0,3,40,10
30,3,8,2,10,1,8,20,10
40,1,20,1,30,1,7,0,30
40,1,16,2,0,1,4,0,0
40,2,20,1,0,1,8,0,0
30,1,5,2,20,1,9,10,10
50,3,25,1,50,1,7,10,20
30,3,14,2,30,1,8,10,50
20,3,2,-1,15,1,6,8,12
30,3,20,2,30,1,6,15,10
30,1,12,1,0,0,10,0,0
30,2,15,2,20,0,5,20,10
50,2,30,1,15,0,7,35,10
40,1,18,1,10,1,5,20,10
40,1,18,1,50,1,8,50,0
40,2,30,1,20,1,7,25,20
50,1,34,2,0,1,4,40,20
40,1,18,1,8,1,4,8,10
30,1,17,2,10,0,5,20,40
40,1,6,-2,0,1,6,0,0
30,2,11,-1,20,0,8,0,5
30,1,20,1,55,1,5,30,15
30,3,8,1,0,1,4,0,0
30,1,8,1,70,0,8,50,80
30,3,19,1,10,1,6,20,5
30,3,7,1,0,1,3,10,5
60,1,45,1,5,0,8,60,10
50,1,32,2,0,1,3,40,0
30,1,23,0,0,1,10,0,0
30,1,8,2,40,0,7,90,80
30,1,13,1,0,1,8,0,0
40,1,18,1,80,1,7,80,70
40,2,14,2,20,0,10,30,20
40,1,20,2,0,1,3,50,0
40,1,18,2,10,1,8,25,15
20,2,5,1,5,0,5,10,20
60,1,35,0,20,0,7,30,20
30,2,10,1,0,1,6,30,0
30,1,16,1,0,0,6,0,0
30,1,16,2,5,1,8,10,10
30,2,13,1,10,1,6,10,0
40,2,24,1,40,1,5,10,30
40,3,4,1,3,0,5,0,0
30,2,10,2,5,1,8,10,20
30,2,6,1,50,0,9,10,25
40,1,17,2,0,1,0,0,0
65,1,38,2,45,1,10,10,20
30,1,14,1,15,1,8,20,10
30,2,11,2,95,0,9,90,92
50,1,34,-1,0,0,7,50,10
30,2,14,1,20,1,6,20,5
40,1,25,1,0,1,8,25,0
40,3,17,-1,10,1,7,30,20
40,1,27,2,25,0,9,25,15
50,1,15,1,0,1,7,0,0
40,1,16,-1,30,0,8,30,10
20,2,8,1,20,1,9,10,30
40,2,16,2,30,1,7,30,20
30,1,18,1,5,1,10,20,10
20,1,7,1,10,0,10,20,0
50,2,30,1,0,0,8,50,75
30,3,17,1,0,1,8,0,0
40,1,14,1,15,1,6,15,20
40,2,15,1,20,1,2,10,15
40,1,31,0,65,0,10,20,0
40,1,10,2,0,1,8,0,0
30,1,4,1,10,1,7,20,20
60,2,25,1,0,0,8,30,30
30,1,7,2,10,1,7,20,15
50,1,20,1,0,1,8,0,0
50,1,42,1,25,0,8,25,25
20,2,6,2,3,1,1,10,5
40,2,19,1,5,1,8,30,10
40,1,20,1,20,0,6,0,35
50,1,33,-1,0,1,8,0,0
50,3,10,0,5,1,4,20,30
40,1,18,-1,5,0,6,10,10
40,2,10,1,0,0,3,90,70
50,2,31,1,20,1,8,30,80
40,1,18,1,5,0,3,81,2
40,1,30,2,0,1,8,0,0
50,1,38,1,20,1,8,10,25
60,2,38,2,25,0,8,10,10
30,1,8,1,10,1,4,10,10
40,3,8,1,5,0,9,20,20
40,3,17,2,25,1,8,30,10
60,3,46,0,0,0,4,10,10
40,1,10,1,100,1,9,100,90
50,2,28,2,40,1,8,15,15
40,2,27,2,50,0,10,6.25,0
65,2,55,2,0,0,7,0,0
30,1,13,-2,0,0,6,0,0
40,2,24,-2,0,0,5,0,0
30,2,12,1,0,0,4,40,10
40,1,20,-1,0,1,7,10,30
50,1,34,2,0,0,10,40,40
30,2,13,1,33,1,9,15,37
50,1,32,1,8,1,5,7,7
40,2,18,1,0,0,3,0,0
30,2,14,1,10,1,8,30,10
30,2,7,2,10,0,5,10,10
60,2,34,1,0,1,8,50,20
30,1,13,1,40,0,7,40,10
50,3,23,1,0,1,9,20,0
40,1,20,0,20,1,6,10,20
60,1,42,1,20,0,9,20,10
40,2,20,0,1,1,5,5,1
30,1,6,2,15,1,8,25,20
30,1,14,1,10,1,8,20,0
40,2,10,1,20,1,7,30,10
30,1,15,1,0,0,8,20,20
40,1,25,1,20,1,10,10,0
30,2,12,1,0,1,9,10,40
50,1,35,2,20,1,8,10,10
50,1,41,1,35,0,7,10,30
40,1,25,2,0,0,10,0,0
30,1,20,-1,0,0,8,40,30
60,2,43,1,20,0,9,10,0
30,1,12,2,0,1,10,0,0
30,1,8,0,5,1,7,25,10
50,2,25,2,5,1,9,10,20
50,3,25,2,30,0,8,10,30
40,1,24,1,40,0,0,20,0
60,2,45,2,5,1,8,30,10
40,1,25,2,15,1,9,25,20
40,3,11,2,10,1,9,20,10
50,1,40,1,0,1,7,0,0
40,1,23,1,30,0,7,10,0
40,1,8,2,30,1,10,10,25
60,2,20,2,10,0,6,10,35
40,2,18,1,0,0,7,30,20
50,1,25,2,30,1,6,20,0
20,2,8,1,0,0,7,0,0
40,3,22,2,1,0,7,6,50
40,2,6,1,10,1,7,30,0
20,1,10,1,1,1,5,20,1
30,2,10,1,40,1,7,10,10
20,3,5,-1,10,1,4,5,7
30,3,9,2,0,1,5,20,20
30,1,20,2,20,0,10,20,20
40,1,23,-2,30,1,9,70,0
40,2,13,2,10,1,8,30,10
40,2,22,2,10,0,8,10,25
30,3,4,1,3,1,9,20,5
30,1,17,2,25,0,6,20,20
20,3,9,1,15,1,8,40,30
30,1,9,-1,10,1,10,50,10
60,3,50,2,5,0,7,60,10
40,1,19,1,15,0,0,16,1
30,1,6,1,0,1,7,10,40
30,1,6,1,20,1,8,30,10
40,1,14,2,100,0,9,0,0
40,1,2,2,25,1,6,10,10
40,1,19,2,10,1,8,20,20
30,1,3,1,5,1,5,15,12
30,2,11,1,0,1,3,0,0
50,2,20,0,0,1,10,0,0
30,1,12,1,0,1,6,50,10
50,1,36,-2,20,0,8,0,0
30,1,10,2,90,1,9,70,60
30,2,12,1,50,1,9,80,80
40,1,5,2,80,0,7,30,70
40,2,13,1,0,1,7,0,0
40,1,20,1,5,1,9,40,10
20,1,9,2,50,1,8,80,60
30,1,20,2,0,1,5,0,0
50,3,42,1,19,1,9,13,24
40,1,18,2,0,1,8,0,0
20,3,6,0,0,0,6,0,0
30,1,10,2,10,0,2,15,15
40,1,18,1,30,0,5,0,10
30,2,12,2,0,1,9,0,0
40,1,15,-1,10,0,7,65,0
30,3,22,2,10,1,8,20,5
40,2,15,1,20,1,6,20,20
50,1,33,2,10,0,4,10,25
30,2,11,2,0,1,9,20,20
30,2,12,2,20,1,7,20,20
30,2,18,1,20,0,7,25,10
40,2,20,1,10,0,8,15,15
30,1,8,1,60,1,8,100,100
30,1,7,2,80,1,10,90,95
30,1,18,1,0,1,7,0,0
40,1,11,1,80,1,6,80,40
30,2,9,2,0,1,10,40,30
20,2,10,0,20,1,10,10,20
50,1,10,1,0,0,3,0,0
40,2,26,1,15,1,7,40,25
40,1,20,1,30,1,7,10,10
30,1,14,1,10,0,6,35,40
50,1,20,1,10,0,8,25,5
30,1,23,1,0,1,8,0,0
40,1,15,1,10,0,9,35,25
50,1,40,1,14,0,7,40,14
30,3,9,2,30,0,8,20,20
30,2,7,1,80,1,8,80,80
50,1,35,1,10,0,7,20,10
40,1,24,1,50,1,10,20,10
30,1,9,2,10,1,7,20,0
20,2,5,2,0,1,3,0,0
20,3,5,2,70,1,8,80,100
60,2,37,1,30,1,8,20,0
40,3,28,-1,30,1,7,25,20
20,3,9,1,10,0,7,20,10
40,3,20,1,0,1,3,10,30
20,1,15,-1,0,1,10,10,25
20,1,5,1,0,1,6,0,60
40,1,21,2,15,0,2,25,30
30,2,13,2,50,1,8,90,90
50,1,10,1,80,1,7,0,0
20,2,9,-1,20,0,8,20,5
50,2,27,2,22,0,6,15,0
30,1,11,1,5,1,10,20,40
20,1,5,2,10,0,9,10,30
20,2,7,2,0,0,10,15,20
20,3,6,-2,0,1,8,0,0
30,2,11,1,50,0,7,60,40
50,1,41,1,0,1,8,0,0
20,1,9,1,39,1,5,100,70
40,1,18,2,90,0,9,90,90
30,1,13,2,20,0,7,10,10
30,2,2,1,50,1,7,50,0
30,2,16,1,0,1,10,0,0
40,1,30,2,50,1,8,40,60
50,1,23,2,10,0,10,20,0
40,3,12,1,20,1,8,20,20
40,1,5,1,0,0,4,100,20
40,3,21,2,0,0,8,10,10
40,2,16,2,0,1,10,0,0
50,1,28,1,60,1,10,10,0
40,1,30,2,50,0,8,0,30
30,1,6,0,100,1,4,100,100
40,1,8,2,50,1,8,10,20
30,2,15,0,6,1,5,10,12
50,2,20,1,25,1,9,20,5
30,2,7,2,100,0,7,80,100
50,2,20,2,100,1,10,100,75
40,1,20,1,20,1,9,30,30
40,1,11,2,0,1,9,30,0
40,1,34,2,20,0,8,15,20
50,3,30,2,10,0,4,10,75
50,2,3,1,60,1,4,80,0
60,1,48,2,10,1,8,20,10
60,3,32,2,50,0,8,20,20
40,2,16,1,70,0,3,80,90
60,1,38,2,5,1,8,30,35
30,1,15,1,50,0,4,10,5
50,1,38,2,40,0,7,10,30
30,1,9,0,60,0,0,80,0
40,3,17,1,0,1,8,10,10
40,1,19,1,20,0,8,0,40
30,2,7,2,15,1,3,55,70
50,1,25,2,25,0,10,10,5
50,1,20,2,0,0,7,60,10
30,1,11,1,10,0,6,30,30
30,1,12,1,50,1,6,90,90
30,1,7,2,0,1,6,0,0
40,2,15,0,0,0,8,0,0
20,3,6,1,55,0,7,80,50
40,1,12,1,0,0,7,20,10
20,1,10,1,10,0,8,15,20
40,3,11,1,0,1,5,0,0
30,3,11,2,0,0,8,0,0
20,1,3,-1,0,1,6,0,0
40,1,20,2,35,1,10,10,15
20,1,4,1,0,1,7,0,0
40,1,20,1,0,0,8,50,0
40,2,6,1,4,1,8,3,3
30,1,15,0,20,1,9,20,10
40,1,20,2,0,0,8,0,0
50,3,32,2,0,0,6,0,0
40,1,20,2,0,0,0,0,0
40,1,20,2,10,1,9,50,20
40,3,19,1,18,1,8,15,15
60,2,43,2,10,0,9,25,25
30,1,9,2,10,1,9,20,20
30,1,8,2,25,1,10,35,0
30,3,17,0,10,1,8,30,30
30,1,16,2,10,1,8,30,10
50,1,34,1,10,1,8,30,0
40,1,25,2,10,1,6,15,20
20,1,7,1,0,1,5,5,10
40,1,10,1,6,0,6,7,4
20,2,7,1,1,1,9,1,1
40,1,20,1,0,0,3,35,25
30,1,18,1,20,1,7,20,20
30,1,8,0,50,1,4,100,20
30,1,6,1,80,1,5,90,0
30,1,10,-1,0,0,7,0,0
60,1,30,2,0,1,8,0,0
50,2,36,1,0,0,3,0,0
30,1,8,2,5,0,10,20,25
40,2,19,1,25,1,8,20,20
50,1,30,2,12.5,1,6,50,25
50,1,33,2,20,0,4,20,25
30,2,5,1,0,1,8,10,10
40,1,26,1,5,1,7,25,15
40,1,6,0,0,1,10,0,0
40,1,10,1,20,1,9,20,20
30,1,9,1,0,1,7,20,40
30,2,5,2,10,1,7,5,10
40,1,7,2,0,1,8,20,10
20,2,7,0,20,1,10,20,20
50,2,38,1,0,0,7,75,10
20,2,6,1,2,0,6,10,0
30,2,15,1,30,1,9,10,5
20,2,4,2,1,1,10,8,10
30,1,11,-2,12,1,4,22,32
30,2,8,1,10,1,7,0,20
30,1,13,2,20,1,8,20,10
40,2,26,1,80,0,9,90,100
40,3,13,-1,15,0,6,15,10
20,3,5,1,0,1,4,25,0
30,2,10,1,0,1,7,0,0
40,1,14,2,0,1,4,30,10
65,2,55,2,30,0,9,0,20
30,2,10,1,20,1,8,30,10
30,2,15,2,25,1,7,0,20
30,2,15,1,0,0,1,0,0
30,3,10,1,15,0,8,40,0
60,1,33,1,80,0,9,80,85
60,2,35,1,0,0,7,10,50
20,3,8,1,0,1,10,0,0
50,1,40,2,25,1,4,25,0
30,1,8,-1,0,0,7,30,15
40,1,25,2,100,1,10,100,100
30,1,18,1,10,1,8,50,10
20,2,7,2,0,0,9,0,0
20,2,8,1,10,1,8,11,5
40,2,35,1,5,1,9,25,24
30,1,12,1,0,0,10,0,0
50,1,27,2,40,1,3,60,80
60,1,30,1,20,0,7,20,20
60,2,30,1,10,0,8,30,30
20,3,6,1,10,1,5,15,35
20,1,6,1,30,0,8,60,90
40,3,21,2,10,1,7,10,10
40,1,12,0,10,1,8,40,25
30,1,14,-1,15,0,5,10,20
60,1,40,2,25,0,10,0,60
30,2,12,1,10,1,6,15,15
30,2,10,2,50,0,4,25,10
50,2,5,1,20,1,6,40,0
30,2,24,2,100,1,8,60,100
40,2,24,2,5,0,8,10,15
30,1,15,1,10,1,10,10,25
30,2,11,1,60,1,7,80,70
40,1,33,1,0,0,3,50,0
50,1,28,2,25,0,8,20,15
30,2,12,1,0,1,7,10,70
30,2,10,0,10,1,8,10,10
40,2,20,1,0,1,8,20,10
30,1,17,0,30,1,7,30,20
30,3,3,2,0,1,5,0,0
30,1,7,1,60,1,3,80,90
20,2,10,2,20,0,9,20,10
50,1,43,2,20,1,10,10,40
40,2,20,1,100,0,9,100,100
30,2,12,1,30,1,4,40,0
50,2,31,2,20,0,10,20,0
30,3,14,2,30,0,8,30,5
20,1,5,-1,25,1,6,0,40
40,1,5,1,10,1,9,10,5
20,2,5,1,0,0,8,0,0
20,1,7,1,0,1,9,40,40
30,1,15,1,0,1,10,20,0
30,2,18,2,15,1,9,25,10
30,2,3,2,20,1,7,30,5
40,2,17,1,0,0,8,0,90
40,1,12,1,30,1,8,10,10
40,2,3,1,0,1,6,15,40
20,3,17,1,0,0,8,5,10
40,1,21,-2,0,1,5,0,0
20,2,12,1,15,0,4,10,15
40,2,15,1,50,0,6,10,0
40,1,27,2,20,1,8,35,10
40,2,18,1,0,0,7,20,10
18,2,4,1,0,1,7,10,5
30,1,15,-1,15,1,7,20,5
50,2,35,2,40,0,9,30,20
30,2,18,2,25,1,8,10,25
30,1,18,1,30,1,8,20,0
20,2,7,1,20,1,8,5,15
20,3,10,1,50,0,5,10,0
30,1,15,2,10,1,7,40,30
30,1,5,1,85,0,8,60,0
20,1,8,1,0,1,10,70,0
30,2,15,0,0,0,6,0,0
40,1,13,1,0,0,5,100,0
30,2,11,2,5,1,8,5,25
30,2,4,1,15,1,9,10,7
50,2,6,1,10,0,7,20,30
30,3,10,1,10,1,5,30,20
30,1,13,1,0,1,10,15,15
50,1,35,2,20,0,6,20,10
30,2,4,2,0,1,8,0,30
20,1,7,-1,0,1,4,40,10
30,2,12,2,10,0,5,30,30
50,1,30,0,0,0,7,0,0
50,1,38,1,0,1,8,0,20
20,1,8,1,0,0,3,0,0
30,1,10,1,0,1,2,70,0
20,2,6,-1,0,1,6,10,5
40,3,28,1,45,0,6,15,30
40,1,29,1,0,0,9,0,0
30,1,7,0,0,1,7,0,0
30,2,7,1,85,1,8,90,95
40,3,20,1,0,1,8,0,0
20,2,7,1,50,1,8,40,0
30,1,10,1,25,1,9,25,0
30,1,5,1,20,1,2,20,20
50,1,27,2,10,0,4,0,20
30,3,3,1,0,1,6,0,0
40,1,19,-1,0,0,4,20,40
40,3,22,1,0,1,9,20,40
20,2,3,1,0,0,2,0,0
30,2,10,1,10,1,8,10,40
30,1,12,2,0,0,8,0,0
30,3,15,2,40,1,9,0,20
30,3,10,1,0,1,5,50,0
50,3,25,1,0,1,8,0,0
50,3,25,2,20,0,8,30,15
50,2,35,1,0,1,9,40,10
40,2,27,2,15,1,8,20,10
40,3,18,2,10,0,7,10,10
30,1,4,0,0,1,2,0,0
30,2,16,2,10,1,8,15,25
50,2,22,1,0,0,6,50,0
30,1,7,1,10,0,8,10,25
50,3,37,2,10,1,8,5,65
50,2,30,1,10,0,8,20,20
30,3,9,0,5,0,6,7,7
30,2,13,-2,0,0,7,25,25
50,3,28,0,20,0,9,20,25
30,2,17,2,12,1,8,16,16
20,1,4,2,0,0,5,0,0
50,1,9,1,0,0,8,10,90
30,2,14,2,0,0,6,0,0
40,1,8,1,0,0,9,0,20
30,1,11,2,12,1,1,12,12
40,1,30,1,15,1,7,15,45
30,1,14,1,10,1,7,30,10
20,3,12,2,0,1,10,0,0
40,1,30,2,0,0,6,40,20
30,3,12,2,30,1,10,20,20
20,1,7,2,10,0,5,20,5
30,1,18,1,0,0,9,42,43
30,1,13,1,15,1,8,10,15
20,2,10,2,5,1,9,30,20
50,2,30,2,0,0,8,0,0
40,1,22,1,50,1,3,75,10
30,3,5,1,10,1,5,10,10
20,2,10,2,0,0,6,30,50
30,2,10,1,10,1,9,30,0
30,3,5,-1,10,0,8,12,20
30,2,5,1,20,1,7,10,10
30,1,10,1,0,0,10,20,20
30,1,19,1,100,1,5,30,90
30,1,7,2,80,1,6,80,100
50,1,27,-1,0,1,5,0,0
50,1,35,1,30,0,9,10,5
60,1,55,2,10,1,10,20,5
40,1,29,1,0,1,7,33,33
30,1,20,2,0,0,10,20,100
40,2,13,2,15,1,6,15,20
40,2,20,2,50,1,8,10,20
40,1,20,1,40,1,8,0,40
50,1,15,1,0,0,8,10,20
50,2,24,2,30,0,6,10,50
50,1,30,-1,30,0,10,20,20
40,1,16,1,10,1,9,15,15
40,2,23,2,0,1,7,20,20
40,1,22,2,70,1,8,0,0
40,1,18,1,30,1,6,20,20
20,3,4,1,0,0,6,10,30
40,2,8,-1,0,1,6,80,0
30,3,12,2,0,0,8,30,20
40,1,21,2,0,1,8,25,75
30,3,3,2,10,1,9,9,9
40,2,26,2,100,1,10,0,0
50,1,42,2,30,1,8,10,30
40,1,17,2,7,0,9,9,7
40,1,23,1,5,0,8,20,5
40,1,30,1,100,1,8,0,0
40,1,5,1,5,1,10,20,15
50,3,23,2,20,1,7,5,50
50,2,43,2,0,0,3,0,99
50,2,40,1,0,1,6,0,0
20,2,13,-1,0,1,7,40,0
30,1,12,1,5,1,6,20,10
40,2,24,0,10,1,8,5,25
20,1,7,1,0,1,6,10,20
40,1,24,2,0,0,7,0,0
30,1,18,-2,0,1,7,90,10
50,2,3,1,0,1,5,0,0
30,2,12,0,0,0,10,0,0
50,1,41,2,30,0,9,30,0
30,3,14,0,0,1,4,50,0
30,2,7,1,90,1,7,50,95
30,2,20,1,32,1,6,20,14
50,1,12,-1,0,0,6,80,50
30,1,12,1,0,1,8,0,0
30,3,19,1,20,1,8,20,0
40,1,16,2,30,0,9,20,10
30,1,8,1,0,1,6,0,0
20,1,5,2,100,1,1,100,100
20,3,4,2,30,0,3,30,60
50,2,37,-1,0,1,5,0,0
30,1,18,2,30,0,9,45,20
20,2,9,1,5,1,7,30,15
50,3,25,1,0,0,3,0,0
30,1,12,2,0,1,6,30,20
40,1,29,1,20,1,7,50,30
40,3,15,0,0,0,6,10,0
30,3,9,2,80,1,10,100,50
40,2,14,1,0,0,1,30,0
30,2,10,2,80,1,8,80,100
30,3,6,-1,10,1,5,20,25
30,2,15,1,30,0,5,70,30
50,2,40,2,0,1,10,0,0
20,3,10,1,15,0,8,40,15
20,2,11,1,15,1,8,35,20
30,1,12,0,0,0,8,100,50
30,2,5,0,10,1,5,20,0
40,1,22,2,15,1,0,8,35
30,3,16,2,0,0,2,35,35
30,1,5,1,0,1,8,90,50
30,3,9,1,90,1,8,70,80
40,1,21,1,0,1,7,30,20
40,2,20,2,15,0,9,25,0
20,1,4,1,0,0,8,80,70
30,3,12,2,0,0,5,0,0
50,2,38,2,7,0,5,30,15
20,2,5,2,0,1,5,0,0
40,2,3,2,15,0,9,10,20
30,1,12,2,30,0,6,0,30
40,1,23,2,90,0,4,80,100
20,3,3,0,0,1,8,0,0
40,3,5,2,15,1,6,25,25
40,1,5,2,80,1,10,100,100
30,3,8,-1,80,0,8,60,90
30,3,15,1,0,1,9,0,0
20,3,9,1,0,1,7,0,0
30,1,4,-2,0,0,9,30,80
60,1,44,-1,0,0,8,30,15
50,1,30,2,25,1,9,20,25
30,2,13,1,20,1,9,30,10
40,1,20,2,0,1,1,50,40
30,2,15,2,0,1,9,33,5
30,3,13,-2,30,1,8,15,0
50,1,26,1,10,1,7,20,50
40,1,25,2,0,0,8,50,30
60,2,50,2,25,0,3,20,0
20,2,8,1,20,1,7,50,20
20,2,5,2,12,1,10,20,15
30,3,11,-1,0,0,7,0,0
40,1,32,1,5,1,6,20,10
30,2,7,0,0,1,3,0,0
20,3,8,-1,0,0,3,20,10
30,3,17,1,30,0,6,25,10
50,1,40,1,20,0,6,20,20
40,2,15,1,10,0,7,20,50
30,1,16,1,80,1,7,80,80
40,1,23,1,0,1,8,0,0
40,1,20,-1,40,0,10,20,5
60,2,40,1,10,1,6,20,20
30,2,10,1,10,1,9,10,3
40,1,17,1,10,1,10,5,5
30,3,10,2,10,1,7,10,10
30,2,11,-1,100,0,4,0,0
30,1,11,1,25,1,8,15,25
30,2,10,1,10,1,6,15,5
50,3,40,2,0,0,7,0,0
40,3,22,2,0,1,10,15,30
40,1,24,1,0,1,6,40,0
40,1,27,2,30,0,4,15,5
30,3,10,0,70,1,8,50,90
50,2,35,2,0,1,3,0,20
40,1,20,2,0,1,8,0,0
30,2,7,1,30,1,6,0,20
30,2,5,-1,30,1,7,0,0
30,1,14,-1,0,1,7,0,0
30,3,8,2,90,0,8,80,80
40,2,20,1,80,1,8,90,50
40,2,25,2,0,0,8,0,0
30,2,19,2,15,1,8,10,0
30,2,10,1,0,1,8,0,0
60,2,40,2,20,1,9,10,0
30,3,14,2,100,0,9,100,50
50,3,30,-2,70,0,2,0,0
30,3,6,-1,0,1,6,0,0
30,1,14,0,8,1,8,5,8
30,1,9,1,0,0,7,10,30
40,2,25,1,0,0,4,20,5
30,1,11,1,15,1,9,20,5
20,1,12,1,10,0,8,30,0
30,2,10,1,40,0,6,5,0
30,3,6,1,50,0,8,50,0
20,2,10,1,0,0,9,0,0
40,1,23,2,0,1,10,10,0
50,1,38,-2,0,1,10,10,85
30,3,8,1,100,1,6,90,100
30,1,10,-1,0,1,7,20,20
50,1,40,2,0,0,8,0,30
40,2,22,-1,5,0,7,0,2
50,2,30,2,20,0,9,10,50
30,1,2,2,0,1,0,0,0
30,2,14,1,20,0,6,80,0
40,1,17,1,0,1,8,20,15
40,1,17,2,9,0,8,2,80
40,1,10,1,0,0,5,0,0
40,1,35,1,60,1,3,10,10
30,3,19,2,10,1,6,5,35
30,1,6,1,20,1,8,20,0
30,1,11,0,0,1,5,0,0
50,1,34,1,8,1,8,20,10
20,3,8,1,0,0,6,30,30
30,2,14,1,25,1,6,7,10
30,2,11,2,5,1,6,5,4
50,1,4,2,10,1,6,20,0
40,2,23,1,80,0,7,1,5
50,1,35,1,50,1,7,20,0
20,2,9,-1,25,1,3,25,25
30,2,8,-2,10,1,0,100,0
20,1,7,-2,0,1,7,50,80
20,3,6,1,10,0,5,20,25
50,1,25,-1,5,1,6,30,5
30,1,5,0,10,1,6,20,0
20,2,5,2,50,1,5,50,0
50,2,26,1,7,1,7,8,9
30,1,8,2,20,1,8,10,20
40,3,5,2,60,0,5,60,60
20,3,4,1,70,1,7,60,80
30,3,5,1,20,1,9,5,10
30,2,11,1,80,1,7,75,85
40,2,10,2,0,0,7,40,20
30,2,6,2,75,1,6,60,80
30,1,17,1,0,0,7,50,50
30,1,5,1,100,1,8,100,100
30,3,12,1,25,1,9,10,0
30,3,13,0,30,0,5,50,10
30,2,12,2,80,1,7,60,70
20,1,3,1,90,1,7,90,40
40,2,21,1,5,1,8,5,45
30,1,2,1,25,0,7,10,0
30,3,9,0,50,1,7,70,70
40,3,22,1,10,1,2,0,80
30,3,7,2,0,1,1,0,0
30,1,19,0,0,1,8,0,0
40,2,25,1,0,0,8,20,5
20,2,10,1,0,1,9,0,10
50,2,25,2,30,1,8,20,0
30,1,15,1,0,1,9,50,30
40,1,18,1,0,0,9,40,30
30,3,3,1,50,1,7,70,70
30,3,4,1,50,0,8,20,40
40,3,19,2,10,0,9,30,20
20,3,10,1,2,0,10,0,0
30,3,4,-2,8,0,10,10,9
30,1,6,1,75,0,6,90,60
40,3,11,2,4,1,6,4,4
30,1,12,-1,10,1,6,40,18
30,3,13,2,70,0,7,100,100
30,1,2,1,50,1,6,50,50
30,1,17,1,100,1,8,80,60
20,3,4,1,50,1,3,10,60
30,2,6,0,10,1,7,10,15
30,3,7,1,10,1,9,9,10
30,3,8,1,30,1,3,50,70
40,1,20,0,0,1,8,5,35
30,2,14,2,10,1,7,30,10
30,1,10,2,15,0,2,15,25
60,2,36,1,50,0,8,20,10
30,3,6,0,20,1,2,0,20
30,2,13,2,15,0,7,15,10
20,3,3,1,80,1,7,90,95
30,2,5,0,80,1,10,100,60
20,2,6,-2,20,1,6,10,20
30,1,10,2,5,1,9,20,20
40,3,20,2,0,1,8,0,0
30,2,13,2,0,0,10,20,60
30,3,8,1,60,0,8,60,60
30,1,14,2,10,1,7,20,20
20,1,10,-1,6,1,8,7,6
40,1,11,2,40,0,7,20,20
20,1,8,1,70,1,7,80,80
50,1,4,0,0,1,2,0,0
30,1,5,-1,0,1,3,40,0
30,2,10,1,0,0,6,0,0
18,3,7,1,0,1,9,10,0
30,3,4,1,2,0,6,9,6
50,2,34,2,20,0,8,30,0
50,1,40,2,1,0,7,1,20
50,2,36,1,0,0,9,20,30
20,3,3,1,40,1,7,50,0
30,3,7,0,0,1,8,100,0
30,2,17,2,5,0,7,15,20
50,2,35,2,50,0,10,30,10
30,3,16,1,10,1,7,10,20
30,1,3,1,20,0,5,30,20
40,2,29,2,20,1,8,10,5
30,1,7,0,0,0,10,0,0
30,3,9,1,90,1,7,90,80
40,2,7,2,0,1,3,5,0
40,3,22,0,10,1,2,35,40
30,3,17,1,0,0,7,0,10
30,1,10,2,0,0,9,0,0
40,3,11,1,10,1,8,10,15
50,3,40,1,20,0,7,40,0
40,3,2,2,0,1,5,0,10
30,3,21,2,20,0,9,40,40
40,1,22,1,10,1,6,25,20
30,2,7,1,80,1,8,100,90
50,2,25,2,50,1,8,0,30
30,2,12,2,40,0,6,10,40
